link_id,tmc_corridor_name,tmc_road_sequence,tmc,link_type_name,from_node_id,to_node_id,geometry,link_type_code,FT,AT,nlanes,link_distance_VDF,free_speed,capacity,k_critical,v_congestion_cutoff,AM_Volume,AM_speed_BPR,AM_speed_QVDF, AM_t0,AM_t3,AM_P, AM_D,AM_DC_ratio,AM_mu,AM_gamma,MD_Volume,MD_speed_BPR,MD_speed_QVDF, MD_t0,MD_t3,MD_P, MD_D,MD_DC_ratio,MD_mu,MD_gamma,PM_Volume,PM_speed_BPR,PM_speed_QVDF, PM_t0,PM_t3,PM_P, PM_D,PM_DC_ratio,PM_mu,PM_gamma,vh06,vh07,vh08,vh09,vh10,vh11,vh12,vh13,vh14,vh15,vh16,vh17,vh18,vh19,vrh06,vrh07,vrh08,vrh09,vrh10,vrh11,vrh12,vrh13,vrh14,vrh15,vrh16,vrh17,vrh18,vrh19,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,vr06:00,vr06:15,vr06:30,vr06:45,vr07:00,vr07:15,vr07:30,vr07:45,vr08:00,vr08:15,vr08:30,vr08:45,vr09:00,vr09:15,vr09:30,vr09:45,vr10:00,vr10:15,vr10:30,vr10:45,vr11:00,vr11:15,vr11:30,vr11:45,vr12:00,vr12:15,vr12:30,vr12:45,vr13:00,vr13:15,vr13:30,vr13:45,vr14:00,vr14:15,vr14:30,vr14:45,vr15:00,vr15:15,vr15:30,vr15:45,vr16:00,vr16:15,vr16:30,vr16:45,vr17:00,vr17:15,vr17:30,vr17:45,vr18:00,vr18:15,vr18:30,vr18:45,vr19:00,vr19:15,vr19:30,vr19:45,
115P04373,AZ-101-LOOP,1,115P04373,,66,87,"",,1,1,0,0.774743,70.923317,1800.000000,45.000000,49.646320,2081.912109,55.913716,69.609680, 7.984568,8.015432,0.030865, 754.462168,0.419146,0.000000,0.000000,2081.912109,55.913716,69.609680, 7.984568,8.015432,0.030865, 754.462168,0.419146,0.000000,0.000000,2081.912109,55.913716,69.609680, 7.984568,8.015432,0.030865, 754.462168,0.419146,0.000000,0.000000,60.000,70.312,70.312,60.910,70.923,70.923,70.923,70.923,60.910,70.923,70.923,70.923,70.923,60.910,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,60.000,60.000,60.000,60.000,70.923,70.590,70.256,69.923,70.923,69.923,70.256,70.590,70.923,60.000,60.000,60.000,70.923,70.923,70.923,70.923,70.923,70.923,70.923,70.923,70.923,70.923,70.923,70.923,70.923,70.923,70.923,70.923,70.923,60.000,60.000,60.000,70.923,70.923,70.923,70.923,70.923,70.923,70.923,70.923,70.923,70.923,70.923,70.923,70.923,70.923,70.923,70.923,70.923,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
115P04376,AZ-101-LOOP,1,115P04376,,29,61,"",,1,1,0,0.778595,70.725746,1800.000000,45.000000,49.508022,2364.637695,48.886119,66.642084, 7.949890,8.050110,0.100220, 1012.771279,0.562651,0.000000,0.000000,2364.637695,48.886119,66.642084, 7.949890,8.050110,0.100220, 1012.771279,0.562651,0.000000,0.000000,2364.637695,48.886119,66.642084, 7.949890,8.050110,0.100220, 1012.771279,0.562651,0.000000,0.000000,60.000,68.755,68.755,60.894,70.726,70.726,70.726,70.726,60.894,70.726,70.726,70.726,70.726,60.894,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,60.000,60.000,60.000,60.000,70.726,69.651,68.576,67.501,70.726,67.501,68.576,69.651,70.726,60.000,60.000,60.000,70.726,70.726,70.726,70.726,70.726,70.726,70.726,70.726,70.726,70.726,70.726,70.726,70.726,70.726,70.726,70.726,70.726,60.000,60.000,60.000,70.726,70.726,70.726,70.726,70.726,70.726,70.726,70.726,70.726,70.726,70.726,70.726,70.726,70.726,70.726,70.726,70.726,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
115P04134,AZ-101-LOOP,1,115P04134,,27,71,"",,1,1,0,0.040826,70.752975,1800.000000,45.000000,49.527084,1761.052368,62.204094,70.275292, 7.994441,8.005559,0.011117, 584.481211,0.324712,0.000000,0.000000,1761.052368,62.204094,70.275292, 7.994441,8.005559,0.011117, 584.481211,0.324712,0.000000,0.000000,1761.052368,62.204094,70.275292, 7.994441,8.005559,0.011117, 584.481211,0.324712,0.000000,0.000000,60.000,70.533,70.533,60.896,70.753,70.753,70.753,70.753,60.896,70.753,70.753,70.753,70.753,60.896,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,60.000,60.000,60.000,60.000,70.753,70.633,70.513,70.393,70.753,70.393,70.513,70.633,70.753,60.000,60.000,60.000,70.753,70.753,70.753,70.753,70.753,70.753,70.753,70.753,70.753,70.753,70.753,70.753,70.753,70.753,70.753,70.753,70.753,60.000,60.000,60.000,70.753,70.753,70.753,70.753,70.753,70.753,70.753,70.753,70.753,70.753,70.753,70.753,70.753,70.753,70.753,70.753,70.753,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
115P04375,AZ-101-LOOP,1,115P04375,,62,88,"",,1,1,0,0.776148,69.224480,1800.000000,45.000000,48.457134,2666.275391,40.196784,63.370626, 7.924460,8.075540,0.151080, 1122.211042,0.623451,1800.000000,1369507.742361,2666.275391,40.196784,63.370626, 7.924460,8.075540,0.151080, 1122.211042,0.623451,1800.000000,1369507.742361,2666.275391,40.196784,63.370626, 7.924460,8.075540,0.151080, 1122.211042,0.623451,1800.000000,1369507.742361,60.000,66.322,64.591,60.769,69.224,69.224,69.224,69.224,60.769,69.224,69.224,69.224,69.224,60.769,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,60.000,60.000,60.000,60.000,69.224,67.641,66.058,64.475,48.451,64.475,66.058,67.641,69.224,60.000,60.000,60.000,69.224,69.224,69.224,69.224,69.224,69.224,69.224,69.224,69.224,69.224,69.224,69.224,69.224,69.224,69.224,69.224,69.224,60.000,60.000,60.000,69.224,69.224,69.224,69.224,69.224,69.224,69.224,69.224,69.224,69.224,69.224,69.224,69.224,69.224,69.224,69.224,69.224,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
115-04140,AZ-101-LOOP,1,115-04140,,52,1,"",,1,1,0,0.033353,69.281372,1800.000000,45.000000,48.496960,3700.613281,18.827683,65.595956, 7.954055,8.045945,0.091889, 991.033734,0.550574,0.000000,0.000000,3700.613281,18.827683,65.595956, 7.954055,8.045945,0.091889, 991.033734,0.550574,0.000000,0.000000,3700.613281,18.827683,65.595956, 7.954055,8.045945,0.091889, 991.033734,0.550574,0.000000,0.000000,60.000,67.511,67.511,60.773,69.281,69.281,69.281,69.281,60.773,69.281,69.281,69.281,69.281,60.773,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,60.000,60.000,60.000,60.000,69.281,68.316,67.350,66.384,69.281,66.384,67.350,68.316,69.281,60.000,60.000,60.000,69.281,69.281,69.281,69.281,69.281,69.281,69.281,69.281,69.281,69.281,69.281,69.281,69.281,69.281,69.281,69.281,69.281,60.000,60.000,60.000,69.281,69.281,69.281,69.281,69.281,69.281,69.281,69.281,69.281,69.281,69.281,69.281,69.281,69.281,69.281,69.281,69.281,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
115P04372,AZ-101-LOOP,1,115P04372,,64,65,"",,1,1,0,0.501551,70.347557,1800.000000,45.000000,49.243290,2377.903809,48.287275,68.038313, 7.972245,8.027755,0.055510, 873.705688,0.485392,0.000000,0.000000,2377.903809,48.287275,68.038313, 7.972245,8.027755,0.055510, 873.705688,0.485392,0.000000,0.000000,2377.903809,48.287275,68.038313, 7.972245,8.027755,0.055510, 873.705688,0.485392,0.000000,0.000000,60.000,69.259,69.259,60.862,70.348,70.348,70.348,70.348,60.862,70.348,70.348,70.348,70.348,60.862,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,60.000,60.000,60.000,60.000,70.348,69.754,69.160,68.566,70.348,68.566,69.160,69.754,70.348,60.000,60.000,60.000,70.348,70.348,70.348,70.348,70.348,70.348,70.348,70.348,70.348,70.348,70.348,70.348,70.348,70.348,70.348,70.348,70.348,60.000,60.000,60.000,70.348,70.348,70.348,70.348,70.348,70.348,70.348,70.348,70.348,70.348,70.348,70.348,70.348,70.348,70.348,70.348,70.348,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
115N05163,AZ-101-LOOP,1,115N05163,,67,72,"",,1,1,0,1.063260,69.465149,1800.000000,45.000000,48.625603,4561.596680,9.665606,37.541876, 7.333333,8.666667,1.333333, 2518.382497,1.399101,1800.000000,414.957401,4561.596680,9.665606,37.541876, 7.333333,8.666667,1.333333, 2518.382497,1.399101,1800.000000,414.957401,4561.596680,9.665606,37.541876, 7.333333,8.666667,1.333333, 2518.382497,1.399101,1800.000000,414.957401,60.000,46.889,43.709,60.789,69.465,69.465,69.465,69.465,60.789,69.465,69.465,69.465,69.465,60.789,1.000,0.964,0.899,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,60.000,60.000,60.000,60.000,69.465,53.835,43.967,34.515,31.299,34.515,43.967,53.835,69.465,60.000,60.000,60.000,69.465,69.465,69.465,69.465,69.465,69.465,69.465,69.465,69.465,69.465,69.465,69.465,69.465,69.465,69.465,69.465,69.465,60.000,60.000,60.000,69.465,69.465,69.465,69.465,69.465,69.465,69.465,69.465,69.465,69.465,69.465,69.465,69.465,69.465,69.465,69.465,69.465,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,0.904,0.710,0.644,0.710,0.904,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
115N05164,AZ-101-LOOP,1,115N05164,,68,89,"",,1,1,0,0.749263,70.537621,1800.000000,45.000000,49.376335,3032.577637,31.939061,63.228475, 7.905468,8.094532,0.189064, 1186.928502,0.659405,1800.000000,548359.919586,3032.577637,31.939061,63.228475, 7.905468,8.094532,0.189064, 1186.928502,0.659405,1800.000000,548359.919586,3032.577637,31.939061,63.228475, 7.905468,8.094532,0.189064, 1186.928502,0.659405,1800.000000,548359.919586,60.000,67.332,65.567,60.878,70.538,70.538,70.538,70.538,60.878,70.538,70.538,70.538,70.538,60.878,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,60.000,60.000,60.000,60.000,70.538,68.520,66.502,64.483,49.361,64.483,66.502,68.520,70.538,60.000,60.000,60.000,70.538,70.538,70.538,70.538,70.538,70.538,70.538,70.538,70.538,70.538,70.538,70.538,70.538,70.538,70.538,70.538,70.538,60.000,60.000,60.000,70.538,70.538,70.538,70.538,70.538,70.538,70.538,70.538,70.538,70.538,70.538,70.538,70.538,70.538,70.538,70.538,70.538,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
115+05163,AZ-101-LOOP,1,115+05163,,69,7,"",,1,1,0,0.274824,70.918686,1800.000000,45.000000,49.643082,1771.646729,62.167390,70.445691, 7.994509,8.005491,0.010981, 582.688818,0.323716,0.000000,0.000000,1771.646729,62.167390,70.445691, 7.994509,8.005491,0.010981, 582.688818,0.323716,0.000000,0.000000,1771.646729,62.167390,70.445691, 7.994509,8.005491,0.010981, 582.688818,0.323716,0.000000,0.000000,60.000,70.701,70.701,60.910,70.919,70.919,70.919,70.919,60.910,70.919,70.919,70.919,70.919,60.910,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,60.000,60.000,60.000,60.000,70.919,70.800,70.681,70.562,70.919,70.562,70.681,70.800,70.919,60.000,60.000,60.000,70.919,70.919,70.919,70.919,70.919,70.919,70.919,70.919,70.919,70.919,70.919,70.919,70.919,70.919,70.919,70.919,70.919,60.000,60.000,60.000,70.919,70.919,70.919,70.919,70.919,70.919,70.919,70.919,70.919,70.919,70.919,70.919,70.919,70.919,70.919,70.919,70.919,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
115+05164,AZ-101-LOOP,1,115+05164,,70,9,"",,1,1,0,0.353864,69.873878,1800.000000,45.000000,48.911716,2220.318604,51.863457,68.033331, 7.977877,8.022123,0.044247, 825.548150,0.458638,0.000000,0.000000,2220.318604,51.863457,68.033331, 7.977877,8.022123,0.044247, 825.548150,0.458638,0.000000,0.000000,2220.318604,51.863457,68.033331, 7.977877,8.022123,0.044247, 825.548150,0.458638,0.000000,0.000000,60.000,69.011,69.011,60.823,69.874,69.874,69.874,69.874,60.823,69.874,69.874,69.874,69.874,60.823,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,60.000,60.000,60.000,60.000,69.874,69.403,68.933,68.462,69.874,68.462,68.933,69.403,69.874,60.000,60.000,60.000,69.874,69.874,69.874,69.874,69.874,69.874,69.874,69.874,69.874,69.874,69.874,69.874,69.874,69.874,69.874,69.874,69.874,60.000,60.000,60.000,69.874,69.874,69.874,69.874,69.874,69.874,69.874,69.874,69.874,69.874,69.874,69.874,69.874,69.874,69.874,69.874,69.874,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
115-04374,AZ-101-LOOP,1,115-04374,,2,14,"",,1,1,0,0.142707,58.344528,1800.000000,45.000000,40.841171,4977.975586,5.969180,47.440419, 7.812040,8.187960,0.375920, 1409.439695,0.783022,1800.000000,43050.197607,4977.975586,5.969180,47.440419, 7.812040,8.187960,0.375920, 1409.439695,0.783022,1800.000000,43050.197607,4977.975586,5.969180,47.440419, 7.812040,8.187960,0.375920, 1409.439695,0.783022,1800.000000,43050.197607,60.000,52.987,51.512,59.862,58.345,58.345,58.345,58.345,59.862,58.345,58.345,58.345,58.345,59.862,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,60.000,60.000,60.000,60.000,58.345,54.988,51.631,48.273,40.646,48.273,51.631,54.988,58.345,60.000,60.000,60.000,58.345,58.345,58.345,58.345,58.345,58.345,58.345,58.345,58.345,58.345,58.345,58.345,58.345,58.345,58.345,58.345,58.345,60.000,60.000,60.000,58.345,58.345,58.345,58.345,58.345,58.345,58.345,58.345,58.345,58.345,58.345,58.345,58.345,58.345,58.345,58.345,58.345,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.995,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
115-04375,AZ-101-LOOP,1,115-04375,,15,47,"",,1,1,0,0.083723,57.938404,1800.000000,45.000000,40.556885,5007.882324,5.801347,46.112490, 7.790280,8.209720,0.419441, 1448.572131,0.804762,1800.000000,28213.037738,5007.882324,5.801347,46.112490, 7.790280,8.209720,0.419441, 1448.572131,0.804762,1800.000000,28213.037738,5007.882324,5.801347,46.112490, 7.790280,8.209720,0.419441, 1448.572131,0.804762,1800.000000,28213.037738,60.000,51.844,50.370,59.828,57.938,57.938,57.938,57.938,59.828,57.938,57.938,57.938,57.938,59.828,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,60.000,60.000,60.000,60.000,57.938,54.197,50.456,46.715,40.258,46.715,50.456,54.197,57.938,60.000,60.000,60.000,57.938,57.938,57.938,57.938,57.938,57.938,57.938,57.938,57.938,57.938,57.938,57.938,57.938,57.938,57.938,57.938,57.938,60.000,60.000,60.000,57.938,57.938,57.938,57.938,57.938,57.938,57.938,57.938,57.938,57.938,57.938,57.938,57.938,57.938,57.938,57.938,57.938,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.993,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
115P04380,AZ-101-LOOP,1,115P04380,,6,90,"",,1,1,0,0.719426,72.044891,1800.000000,45.000000,50.431423,1710.619019,64.190941,71.533544, 7.994154,8.005846,0.011691, 591.885474,0.328825,0.000000,0.000000,1710.619019,64.190941,71.533544, 7.994154,8.005846,0.011691, 591.885474,0.328825,0.000000,0.000000,1710.619019,64.190941,71.533544, 7.994154,8.005846,0.011691, 591.885474,0.328825,0.000000,0.000000,60.000,71.809,71.809,61.004,72.045,72.045,72.045,72.045,61.004,72.045,72.045,72.045,72.045,61.004,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,60.000,60.000,60.000,60.000,72.045,71.916,71.788,71.659,72.045,71.659,71.788,71.916,72.045,60.000,60.000,60.000,72.045,72.045,72.045,72.045,72.045,72.045,72.045,72.045,72.045,72.045,72.045,72.045,72.045,72.045,72.045,72.045,72.045,60.000,60.000,60.000,72.045,72.045,72.045,72.045,72.045,72.045,72.045,72.045,72.045,72.045,72.045,72.045,72.045,72.045,72.045,72.045,72.045,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
115-04376,AZ-101-LOOP,1,115-04376,,48,41,"",,1,1,0,0.251848,50.608749,1800.000000,45.000000,35.426125,5204.342773,4.407468,14.664209, 7.243374,8.756626,1.513252, 2602.171387,1.445651,1719.588975,0.000000,5204.342773,4.407468,14.664209, 7.243374,8.756626,1.513252, 2602.171387,1.445651,1719.588975,0.000000,5204.342773,4.407468,14.664209, 7.243374,8.756626,1.513252, 2602.171387,1.445651,1719.588975,0.000000,60.000,37.922,36.657,59.217,50.609,50.609,50.609,50.609,59.217,50.609,50.609,50.609,50.609,59.217,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,60.000,60.000,60.000,60.000,50.609,35.426,35.426,35.426,35.426,35.426,35.426,35.426,50.609,60.000,60.000,60.000,50.609,50.609,50.609,50.609,50.609,50.609,50.609,50.609,50.609,50.609,50.609,50.609,50.609,50.609,50.609,50.609,50.609,60.000,60.000,60.000,50.609,50.609,50.609,50.609,50.609,50.609,50.609,50.609,50.609,50.609,50.609,50.609,50.609,50.609,50.609,50.609,50.609,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
115P04140,AZ-101-LOOP,1,115P04140,,4,49,"",,1,1,0,0.928908,73.635437,1800.000000,45.000000,51.544811,1534.862183,68.225116,73.345109, 7.996763,8.003237,0.006474, 510.582115,0.283657,0.000000,0.000000,1534.862183,68.225116,73.345109, 7.996763,8.003237,0.006474, 510.582115,0.283657,0.000000,0.000000,1534.862183,68.225116,73.345109, 7.996763,8.003237,0.006474, 510.582115,0.283657,0.000000,0.000000,60.000,73.502,73.502,61.136,73.635,73.635,73.635,73.635,61.136,73.635,73.635,73.635,73.635,61.136,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,60.000,60.000,60.000,60.000,73.635,73.563,73.490,73.417,73.635,73.417,73.490,73.563,73.635,60.000,60.000,60.000,73.635,73.635,73.635,73.635,73.635,73.635,73.635,73.635,73.635,73.635,73.635,73.635,73.635,73.635,73.635,73.635,73.635,60.000,60.000,60.000,73.635,73.635,73.635,73.635,73.635,73.635,73.635,73.635,73.635,73.635,73.635,73.635,73.635,73.635,73.635,73.635,73.635,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
115-04377,AZ-101-LOOP,1,115-04377,,42,37,"",,1,1,0,1.227583,54.814034,1800.000000,45.000000,38.369823,5276.836426,4.538007,34.133967, 7.504562,8.495438,0.990876, 1795.880234,0.997711,1800.000000,1654.908705,5276.836426,4.538007,34.133967, 7.504562,8.495438,0.990876, 1795.880234,0.997711,1800.000000,1654.908705,5276.836426,4.538007,34.133967, 7.504562,8.495438,0.990876, 1795.880234,0.997711,1800.000000,1654.908705,60.000,43.966,41.995,59.568,54.814,54.814,54.814,54.814,59.568,54.814,54.814,54.814,54.814,59.568,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,60.000,60.000,60.000,60.000,54.814,46.666,38.518,38.554,31.161,38.554,38.518,46.666,54.814,60.000,60.000,60.000,54.814,54.814,54.814,54.814,54.814,54.814,54.814,54.814,54.814,54.814,54.814,54.814,54.814,54.814,54.814,54.814,54.814,60.000,60.000,60.000,54.814,54.814,54.814,54.814,54.814,54.814,54.814,54.814,54.814,54.814,54.814,54.814,54.814,54.814,54.814,54.814,54.814,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.812,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
